Time [s] , Frame nr,Sent pressure 0,Received pressure 0
1.738918,0,0.519999980926514,0.505469971173881
1.74216,1,0.519999980926514,0.505469971173881
2.200276,2,0.519999980926514,0.504863892071754
2.220187,3,0.519999980926514,0.507894287582388
2.230976,4,0.519999980926514,0.507894287582388
2.240586,5,0.519999980926514,0.507894287582388
2.25058,6,0.519999980926514,0.510318603990896
2.26158,7,0.519999980926514,0.515167236807912
2.270661,8,0.519999980926514,0.515167236807912
2.280563,9,0.519999980926514,0.515773315910039
2.291067,10,0.519999980926514,0.515773315910039
2.299766,11,0.519999980926514,0.515773315910039
2.310605,12,0.519999980926514,0.516379395012166
2.319472,13,0.519999980926514,0.516379395012166
2.328621,14,0.519999980926514,0.516379395012166
2.337067,15,0.519999980926514,0.516985474114293
2.346994,16,0.519999980926514,0.51759155321642
2.357051,17,0.519999980926514,0.518197632318547
2.366815,18,0.519999980926514,0.518197632318547
2.3755,19,0.519999980926514,0.518197632318547
2.385476,20,0.519999980926514,0.518197632318547
2.39594,21,0.519999980926514,0.518197632318547
2.406545,22,0.519999980926514,0.518197632318547
2.415998,23,0.519999980926514,0.518803711420674
2.424816,24,0.519999980926514,0.518197632318547
2.43403,25,0.519999980926514,0.518803711420674
2.443999,26,0.519999980926514,0.518803711420674
2.453786,27,0.519999980926514,0.518803711420674
2.463234,28,0.519999980926514,0.518803711420674
2.472476,29,0.519999980926514,0.518803711420674
2.481543,30,0.519999980926514,0.518803711420674
2.491421,31,0.519999980926514,0.518197632318547
2.50224,32,0.519999980926514,0.518803711420674
2.512825,33,0.519999980926514,0.518803711420674
2.522847,34,0.519999980926514,0.518803711420674
2.531705,35,0.519999980926514,0.518197632318547
2.541948,36,0.519999980926514,0.518197632318547
2.550813,37,0.519999980926514,0.518197632318547
2.560443,38,0.519999980926514,0.518197632318547
2.568964,39,0.519999980926514,0.518197632318547
2.578271,40,0.519999980926514,0.518803711420674
2.586926,41,0.519999980926514,0.518197632318547
2.596356,42,0.519999980926514,0.518803711420674
2.606507,43,0.519999980926514,0.518197632318547
2.616683,44,0.519999980926514,0.518803711420674
2.627192,45,0.519999980926514,0.518197632318547
2.635504,46,0.519999980926514,0.518197632318547
2.645941,47,0.519999980926514,0.518197632318547
2.656735,48,0.519999980926514,0.518197632318547
2.667392,49,0.519999980926514,0.518197632318547
2.677847,50,0.519999980926514,0.518197632318547
2.687181,51,0.519999980926514,0.518197632318547
2.697587,52,0.519999980926514,0.518197632318547
2.707787,53,0.519999980926514,0.518197632318547
2.71645,54,0.519999980926514,0.518803711420674
2.724998,55,0.519999980926514,0.518197632318547
2.73373,56,0.519999980926514,0.518197632318547
2.742931,57,0.519999980926514,0.518197632318547
2.752824,58,0.519999980926514,0.518197632318547
2.761612,59,0.519999980926514,0.518197632318547
2.771225,60,0.519999980926514,0.518197632318547
2.780617,61,0.519999980926514,0.518197632318547
2.790913,62,0.519999980926514,0.518197632318547
2.799417,63,0.519999980926514,0.518197632318547
2.809847,64,0.519999980926514,0.518197632318547
2.820043,65,0.519999980926514,0.518197632318547
2.836219,66,0.519999980926514,0.518197632318547
2.84454,67,0.519999980926514,0.518197632318547
2.855538,68,0.519999980926514,0.518197632318547
2.86582,69,0.519999980926514,0.518197632318547
2.875929,70,0.519999980926514,0.518197632318547
2.885243,71,0.519999980926514,0.518197632318547
2.893824,72,0.519999980926514,0.518197632318547
2.903989,73,0.519999980926514,0.518197632318547
2.912349,74,0.519999980926514,0.518197632318547
2.922088,75,0.519999980926514,0.518197632318547
2.930849,76,0.519999980926514,0.518197632318547
2.940919,77,0.519999980926514,0.518197632318547
2.949614,78,0.519999980926514,0.518197632318547
2.958692,79,0.519999980926514,0.518197632318547
2.968491,80,0.519999980926514,0.518197632318547
2.977425,81,0.519999980926514,0.518197632318547
2.987329,82,0.519999980926514,0.518197632318547
2.99687,83,0.519999980926514,0.518197632318547
3.006097,84,0.519999980926514,0.518197632318547
3.01579,85,0.519999980926514,0.518197632318547
3.02625,86,0.519999980926514,0.51759155321642
3.036409,87,0.519999980926514,0.518197632318547
3.046307,88,0.519999980926514,0.51759155321642
3.054935,89,0.519999980926514,0.518197632318547
3.063674,90,0.519999980926514,0.518197632318547
3.07282,91,0.519999980926514,0.518197632318547
3.083267,92,0.519999980926514,0.518197632318547
3.093325,93,0.519999980926514,0.518197632318547
3.102531,94,0.519999980926514,0.518197632318547
3.111325,95,0.519999980926514,0.518197632318547
3.121857,96,0.519999980926514,0.518197632318547
3.13115,97,0.519999980926514,0.518197632318547
3.141569,98,0.519999980926514,0.518197632318547
3.15182,99,0.519999980926514,0.518197632318547
3.161188,100,0.519999980926514,0.518197632318547
3.171225,101,0.519999980926514,0.518197632318547
3.179888,102,0.519999980926514,0.518197632318547
3.188841,103,0.519999980926514,0.518197632318547
3.199222,104,0.519999980926514,0.518197632318547
3.207791,105,0.519999980926514,0.518197632318547
3.217277,106,0.519999980926514,0.518197632318547
3.227631,107,0.519999980926514,0.518197632318547
3.238222,108,0.519999980926514,0.518197632318547
3.247409,109,0.519999980926514,0.518197632318547
3.256602,110,0.519999980926514,0.51759155321642
3.266709,111,0.519999980926514,0.518197632318547
3.276393,112,0.519999980926514,0.51759155321642
3.285843,113,0.519999980926514,0.51759155321642
3.295552,114,0.519999980926514,0.51759155321642
3.304914,115,0.519999980926514,0.518197632318547
3.313626,116,0.519999980926514,0.518197632318547
3.323746,117,0.519999980926514,0.51759155321642
3.332331,118,0.519999980926514,0.518197632318547
3.340894,119,0.519999980926514,0.518197632318547
3.3506,120,0.519999980926514,0.518197632318547
3.360725,121,0.519999980926514,0.51759155321642
3.370984,122,0.519999980926514,0.518197632318547
3.379556,123,0.519999980926514,0.518197632318547
3.38972,124,0.519999980926514,0.518197632318547
3.400039,125,0.519999980926514,0.518197632318547
3.410003,126,0.519999980926514,0.51759155321642
3.418838,127,0.519999980926514,0.518197632318547
3.428898,128,0.519999980926514,0.518197632318547
3.437633,129,0.519999980926514,0.518197632318547
3.447518,130,0.519999980926514,0.518197632318547
3.456756,131,0.519999980926514,0.518197632318547
3.466402,132,0.519999980926514,0.51759155321642
3.477252,133,0.519999980926514,0.51759155321642
3.485798,134,0.519999980926514,0.518197632318547
3.49474,135,0.519999980926514,0.518197632318547
3.505065,136,0.519999980926514,0.518197632318547
3.516061,137,0.519999980926514,0.518197632318547
3.524708,138,0.519999980926514,0.51759155321642
3.533707,139,0.519999980926514,0.518197632318547
3.542227,140,0.519999980926514,0.518197632318547
3.551593,141,0.519999980926514,0.51759155321642
3.562135,142,0.519999980926514,0.518197632318547
3.571926,143,0.519999980926514,0.518197632318547
3.581173,144,0.519999980926514,0.518197632318547
3.590822,145,0.519999980926514,0.518197632318547
3.599591,146,0.519999980926514,0.518197632318547
3.60997,147,0.519999980926514,0.518197632318547
3.621518,148,0.519999980926514,0.518197632318547
3.631879,149,0.519999980926514,0.518197632318547
3.641046,150,0.519999980926514,0.518197632318547
3.650599,151,0.519999980926514,0.51759155321642
3.666759,152,0.519999980926514,0.51759155321642
3.675639,153,0.519999980926514,0.518197632318547
3.686597,154,0.519999980926514,0.518197632318547
3.695715,155,0.519999980926514,0.518197632318547
3.705094,156,0.519999980926514,0.51759155321642
3.71596,157,0.519999980926514,0.518197632318547
3.726175,158,0.519999980926514,0.518197632318547
3.735411,159,0.519999980926514,0.518197632318547
3.745468,160,0.519999980926514,0.518197632318547
3.754942,161,0.519999980926514,0.518197632318547
3.763585,162,0.519999980926514,0.518197632318547
3.772516,163,0.519999980926514,0.518197632318547
3.781196,164,0.519999980926514,0.518197632318547
3.790634,165,0.519999980926514,0.518197632318547
3.798958,166,0.519999980926514,0.518197632318547
3.807373,167,0.519999980926514,0.51759155321642
3.816802,168,0.519999980926514,0.51759155321642
3.82709,169,0.519999980926514,0.51759155321642
3.835458,170,0.519999980926514,0.518197632318547
3.843974,171,0.519999980926514,0.518197632318547
3.853129,172,0.519999980926514,0.518197632318547
3.86264,173,0.519999980926514,0.518197632318547
3.872821,174,0.519999980926514,0.518197632318547
3.881171,175,0.519999980926514,0.518197632318547
3.889565,176,0.519999980926514,0.518197632318547
3.89796,177,0.519999980926514,0.518197632318547
3.908354,178,0.519999980926514,0.518197632318547
3.919408,179,0.519999980926514,0.518197632318547
3.928287,180,0.519999980926514,0.518197632318547
3.936694,181,0.519999980926514,0.518197632318547
3.946947,182,0.519999980926514,0.518197632318547
3.955541,183,0.519999980926514,0.518197632318547
3.965811,184,0.519999980926514,0.51759155321642
3.975172,185,0.519999980926514,0.51759155321642
3.985595,186,0.519999980926514,0.518197632318547
3.993958,187,0.519999980926514,0.51759155321642
4.004414,188,0.519999980926514,0.518197632318547
4.014018,189,0.519999980926514,0.518197632318547
4.024507,190,0.519999980926514,0.518197632318547
4.034257,191,0.519999980926514,0.51759155321642
4.042986,192,0.519999980926514,0.518197632318547
4.053374,193,0.519999980926514,0.51759155321642
4.062894,194,0.519999980926514,0.518197632318547
4.072394,195,0.519999980926514,0.518197632318547
4.081257,196,0.519999980926514,0.518197632318547
4.089876,197,0.519999980926514,0.518197632318547
4.098451,198,0.519999980926514,0.518197632318547
4.107889,199,0.519999980926514,0.518197632318547
4.117263,200,0.519999980926514,0.518197632318547
4.128668,201,0.519999980926514,0.51759155321642
4.138619,202,0.519999980926514,0.51759155321642
4.147972,203,0.519999980926514,0.518197632318547
4.156631,204,0.519999980926514,0.518197632318547
4.16509,205,0.519999980926514,0.518197632318547
4.174952,206,0.519999980926514,0.518197632318547
4.183639,207,0.519999980926514,0.518197632318547
4.193733,208,0.519999980926514,0.518197632318547
4.202245,209,0.519999980926514,0.518197632318547
4.212606,210,0.519999980926514,0.518197632318547
4.221382,211,0.519999980926514,0.518197632318547
4.231648,212,0.519999980926514,0.518197632318547
4.241212,213,0.519999980926514,0.518197632318547
4.251344,214,0.519999980926514,0.518197632318547
4.260077,215,0.519999980926514,0.518197632318547
4.268488,216,0.519999980926514,0.518197632318547
4.277941,217,0.519999980926514,0.518197632318547
4.28641,218,0.519999980926514,0.518197632318547
4.295568,219,0.519999980926514,0.518197632318547
4.30511,220,0.519999980926514,0.518197632318547
4.313527,221,0.519999980926514,0.51759155321642
4.32367,222,0.519999980926514,0.51759155321642
4.332054,223,0.519999980926514,0.518197632318547
4.342391,224,0.519999980926514,0.518197632318547
4.352301,225,0.519999980926514,0.518197632318547
4.361608,226,0.519999980926514,0.518197632318547
4.371863,227,0.519999980926514,0.518197632318547
4.382113,228,0.519999980926514,0.518197632318547
4.392311,229,0.519999980926514,0.518197632318547
4.400658,230,0.519999980926514,0.518197632318547
4.410968,231,0.519999980926514,0.518197632318547
4.421346,232,0.519999980926514,0.518197632318547
4.435031,233,0.519999980926514,0.518197632318547
4.440114,234,0.519999980926514,0.518197632318547
4.448848,235,0.519999980926514,0.518197632318547
4.45921,236,0.519999980926514,0.518197632318547
4.469407,237,0.519999980926514,0.518197632318547
4.478561,238,0.519999980926514,0.518197632318547
4.488768,239,0.519999980926514,0.518197632318547
4.497458,240,0.519999980926514,0.518197632318547
4.50772,241,0.519999980926514,0.518197632318547
4.517045,242,0.519999980926514,0.518197632318547
4.527162,243,0.519999980926514,0.518197632318547
4.535712,244,0.519999980926514,0.518197632318547
4.544781,245,0.519999980926514,0.518197632318547
4.554192,246,0.519999980926514,0.518197632318547
4.562699,247,0.519999980926514,0.518197632318547
4.571239,248,0.519999980926514,0.518197632318547
4.581429,249,0.519999980926514,0.518197632318547
4.589771,250,0.519999980926514,0.518197632318547
4.600041,251,0.519999980926514,0.518197632318547
4.610581,252,0.519999980926514,0.518197632318547
4.61925,253,0.519999980926514,0.518197632318547
4.628105,254,0.519999980926514,0.518197632318547
4.638649,255,0.519999980926514,0.518197632318547
4.647882,256,0.519999980926514,0.518197632318547
4.657915,257,0.519999980926514,0.518197632318547
4.666368,258,0.519999980926514,0.518197632318547
4.676801,259,0.519999980926514,0.518197632318547
4.686506,260,0.519999980926514,0.518197632318547
4.697002,261,0.519999980926514,0.518197632318547
4.70623,262,0.519999980926514,0.518197632318547
4.71594,263,0.519999980926514,0.518197632318547
4.724358,264,0.519999980926514,0.518197632318547
4.733319,265,0.519999980926514,0.518197632318547
4.743941,266,0.519999980926514,0.518197632318547
4.75357,267,0.519999980926514,0.518197632318547
4.762424,268,0.519999980926514,0.518197632318547
4.772559,269,0.519999980926514,0.51759155321642
4.781301,270,0.519999980926514,0.518197632318547
4.791433,271,0.519999980926514,0.518197632318547
4.801225,272,0.519999980926514,0.518197632318547
4.80995,273,0.519999980926514,0.518197632318547
4.819026,274,0.519999980926514,0.518197632318547
4.829423,275,0.519999980926514,0.518197632318547
4.839719,276,0.519999980926514,0.518197632318547
4.848552,277,0.519999980926514,0.518197632318547
4.860306,278,0.519999980926514,0.518197632318547
4.870499,279,0.519999980926514,0.518197632318547
4.878912,280,0.519999980926514,0.518197632318547
4.887758,281,0.519999980926514,0.518197632318547
4.896667,282,0.519999980926514,0.518197632318547
4.905746,283,0.519999980926514,0.518197632318547
4.91592,284,0.519999980926514,0.518197632318547
4.925312,285,0.519999980926514,0.518197632318547
4.934744,286,0.519999980926514,0.518197632318547
4.945177,287,0.519999980926514,0.518197632318547
